Blob length,Hydrophobicity threshold H*,Number of dSNPs,Number of nSNPs,Total Number of SNPs,Enrichment of dSNPs,p value
86,0.25,1,4,5,0.32,0.389
87,0.25,1,15,16,0.08,0.000199
88,0.25,1,12,13,0.11,0.00163
89,0.25,1,17,18,0.07,4.9e-05
90,0.25,0,8,8,0.0,0.00406
91,0.25,1,11,12,0.12,0.00328
92,0.25,2,11,13,0.23,0.016
93,0.25,1,4,5,0.32,0.389
94,0.25,0,9,9,0.0,0.00193
95,0.25,0,9,9,0.0,0.00193
96,0.25,0,6,6,0.0,0.0183
97,0.25,1,18,19,0.07,2.43e-05
98,0.25,3,13,16,0.29,0.0177
99,0.25,5,20,25,0.32,0.00341
100,0.25,0,4,4,0.0,0.0846
2,0.26,1084,1409,2493,0.98,0.418
4,0.26,425,638,1063,0.84,0.000351
5,0.26,486,660,1146,0.93,0.133
6,0.26,495,595,1090,1.05,0.235
7,0.26,383,590,973,0.82,8.64e-05
8,0.26,371,509,880,0.92,0.132
9,0.26,334,474,808,0.89,0.0374
10,0.26,364,448,812,1.03,0.556
11,0.26,308,370,678,1.06,0.347
13,0.26,212,280,492,0.96,0.589
14,0.26,254,244,498,1.32,1.94e-05
15,0.26,134,219,353,0.78,0.00255
16,0.26,194,197,391,1.25,0.00254
17,0.26,156,190,346,1.04,0.595
18,0.26,153,170,323,1.14,0.109
19,0.26,106,143,249,0.94,0.571
20,0.26,92,122,214,0.96,0.721
21,0.26,94,130,224,0.92,0.429
22,0.26,98,95,193,1.31,0.0108
23,0.26,53,97,150,0.69,0.0059
24,0.26,58,77,135,0.95,0.797
25,0.26,75,68,143,1.4,0.00501
27,0.26,61,112,173,0.69,0.00279
28,0.26,38,64,102,0.75,0.0902
29,0.26,29,40,69,0.92,0.722
30,0.26,42,57,99,0.93,0.765
31,0.26,40,34,74,1.49,0.0153
32,0.26,24,25,49,1.22,0.31
33,0.26,27,33,60,1.04,0.844
34,0.26,34,32,66,1.35,0.0893
35,0.26,22,48,70,0.58,0.00715
36,0.26,15,22,37,0.86,0.718
37,0.26,12,20,32,0.76,0.448
38,0.26,23,26,49,1.12,0.579
39,0.26,17,20,37,1.08,0.705
40,0.26,21,18,39,1.48,0.0821
41,0.26,1,12,13,0.11,0.00163
42,0.26,14,20,34,0.89,0.8
43,0.26,21,14,35,1.9,0.00603
44,0.26,2,17,19,0.15,0.000305
45,0.26,2,19,21,0.13,7.89e-05
47,0.26,5,10,15,0.63,0.375
48,0.26,13,12,25,1.37,0.251
49,0.26,11,14,25,1.0,1.0
50,0.26,13,22,35,0.75,0.338
51,0.26,2,28,30,0.09,1.67e-07
52,0.26,14,8,22,2.22,0.00737
53,0.26,3,17,20,0.22,0.00147
54,0.26,4,13,17,0.39,0.0577
55,0.26,2,8,10,0.32,0.106
56,0.26,2,18,20,0.14,0.000155
57,0.26,3,9,12,0.42,0.182
58,0.26,1,12,13,0.11,0.00163
59,0.26,4,12,16,0.42,0.0737
60,0.26,10,7,17,1.81,0.081
61,0.26,4,79,83,0.06,1.13e-21
62,0.26,0,9,9,0.0,0.00193
63,0.26,4,9,13,0.56,0.344
64,0.26,5,5,10,1.27,0.607
65,0.26,1,11,12,0.12,0.00328
66,0.26,4,7,11,0.72,0.671
68,0.26,5,14,19,0.45,0.0697
69,0.26,0,9,9,0.0,0.00193
70,0.26,2,9,11,0.28,0.0572
71,0.26,6,11,17,0.69,0.494
72,0.26,0,12,12,0.0,0.00013
73,0.26,0,7,7,0.0,0.00859
74,0.26,2,3,5,0.85,1.0
75,0.26,2,1,3,2.54,0.187
76,0.26,0,1,1,0.0,1.0
77,0.26,1,4,5,0.32,0.389
78,0.26,0,13,13,0.0,6.18e-05
79,0.26,4,11,15,0.46,0.126
80,0.26,1,8,9,0.16,0.0262
81,0.26,0,8,8,0.0,0.00406
82,0.26,10,7,17,1.81,0.081
83,0.26,0,3,3,0.0,0.185
84,0.26,6,6,12,1.27,0.486
85,0.26,2,4,6,0.63,0.777
86,0.26,1,4,5,0.32,0.389
87,0.26,1,15,16,0.08,0.000199
88,0.26,1,9,10,0.14,0.0131
89,0.26,1,19,20,0.07,1.21e-05
90,0.26,0,8,8,0.0,0.00406
91,0.26,1,11,12,0.12,0.00328
92,0.26,2,11,13,0.23,0.016
93,0.26,1,4,5,0.32,0.389
94,0.26,0,9,9,0.0,0.00193
95,0.26,0,9,9,0.0,0.00193
96,0.26,0,6,6,0.0,0.0183
97,0.26,1,18,19,0.07,2.43e-05
98,0.26,3,13,16,0.29,0.0177
99,0.26,5,20,25,0.32,0.00341
100,0.26,0,4,4,0.0,0.0846
2,0.27,1155,1481,2636,0.99,0.709
4,0.27,459,682,1141,0.85,0.000499
5,0.27,542,694,1236,0.99,0.846
6,0.27,523,602,1125,1.1,0.028
7,0.27,400,601,1001,0.84,0.000473
8,0.27,380,500,880,0.96,0.494
9,0.27,372,476,848,0.99,0.897
10,0.27,359,438,797,1.04,0.465
11,0.27,305,360,665,1.07,0.21
13,0.27,210,289,499,0.92,0.245
14,0.27,244,221,465,1.4,5.11e-07
15,0.27,155,201,356,0.98,0.811
16,0.27,168,168,336,1.27,0.00303
17,0.27,150,169,319,1.13,0.152
18,0.27,99,174,273,0.72,0.000715
19,0.27,116,122,238,1.21,0.0463
20,0.27,98,98,196,1.27,0.0225
21,0.27,76,109,185,0.88,0.305
22,0.27,76,86,162,1.12,0.33
23,0.27,53,81,134,0.83,0.188
24,0.27,44,75,119,0.74,0.0505
25,0.27,63,59,122,1.35,0.0188
27,0.27,53,102,155,0.66,0.00143
28,0.27,40,50,90,1.01,0.873
29,0.27,23,34,57,0.86,0.561
30,0.27,40,53,93,0.96,0.877
31,0.27,17,28,45,0.77,0.337
32,0.27,10,22,32,0.58,0.0907
33,0.27,35,36,71,1.23,0.221
34,0.27,30,23,53,1.65,0.00921
35,0.27,18,28,46,0.82,0.455
36,0.27,15,18,33,1.06,0.79
37,0.27,10,17,27,0.75,0.413
38,0.27,12,21,33,0.72,0.324
39,0.27,22,15,37,1.86,0.00779
40,0.27,23,16,39,1.82,0.00687
41,0.27,3,9,12,0.42,0.182
42,0.27,11,20,31,0.7,0.311
43,0.27,9,9,18,1.27,0.448
44,0.27,8,17,25,0.6,0.17
45,0.27,2,14,16,0.18,0.00226
47,0.27,5,4,9,1.58,0.254
48,0.27,5,15,20,0.42,0.0412
49,0.27,11,8,19,1.74,0.07
50,0.27,11,21,32,0.66,0.217
51,0.27,2,27,29,0.09,3.32e-07
52,0.27,14,9,23,1.97,0.0209
53,0.27,3,11,14,0.35,0.0585
54,0.27,3,10,13,0.38,0.104
55,0.27,1,7,8,0.18,0.0519
56,0.27,2,17,19,0.15,0.000305
57,0.27,3,8,11,0.48,0.232
58,0.27,0,7,7,0.0,0.00859
59,0.27,3,18,21,0.21,0.000774
60,0.27,11,3,14,4.65,3.79e-05
61,0.27,0,74,74,0.0,6.96e-26
62,0.27,0,13,13,0.0,6.18e-05
63,0.27,4,8,12,0.63,0.545
64,0.27,6,5,11,1.52,0.302
65,0.27,3,8,11,0.48,0.232
66,0.27,3,6,9,0.63,0.642
68,0.27,5,13,18,0.49,0.116
69,0.27,0,7,7,0.0,0.00859
70,0.27,17,10,27,2.16,0.00361
71,0.27,6,10,16,0.76,0.719
72,0.27,0,11,11,0.0,0.000445
73,0.27,0,7,7,0.0,0.00859
74,0.27,2,3,5,0.85,1.0
75,0.27,2,1,3,2.54,0.187
76,0.27,0,1,1,0.0,1.0
77,0.27,1,3,4,0.42,0.737
78,0.27,0,12,12,0.0,0.00013
79,0.27,4,11,15,0.46,0.126
80,0.27,0,6,6,0.0,0.0183
81,0.27,0,6,6,0.0,0.0183
82,0.27,10,9,19,1.41,0.256
83,0.27,0,5,5,0.0,0.0391
84,0.27,6,5,11,1.52,0.302
85,0.27,2,6,8,0.42,0.349
86,0.27,1,4,5,0.32,0.389
87,0.27,0,14,14,0.0,2.94e-05
88,0.27,1,9,10,0.14,0.0131
89,0.27,1,16,17,0.08,9.89e-05
90,0.27,0,10,10,0.0,0.000925
91,0.27,1,11,12,0.12,0.00328
92,0.27,2,11,13,0.23,0.016
93,0.27,1,4,5,0.32,0.389
94,0.27,0,8,8,0.0,0.00406
95,0.27,0,9,9,0.0,0.00193
96,0.27,0,6,6,0.0,0.0183
97,0.27,1,18,19,0.07,2.43e-05
98,0.27,3,13,16,0.29,0.0177
99,0.27,5,19,24,0.33,0.00608
100,0.27,0,4,4,0.0,0.0846
2,0.28,1178,1486,2664,1.01,0.858
4,0.28,466,739,1205,0.8,5.13e-07
5,0.28,540,725,1265,0.94,0.184
6,0.28,552,602,1154,1.16,0.000477
7,0.28,386,642,1028,0.76,2.35e-08
8,0.28,388,497,885,0.99,0.859
9,0.28,342,468,810,0.93,0.165
10,0.28,349,412,761,1.07,0.181
11,0.28,293,335,628,1.11,0.0782
13,0.28,202,267,469,0.96,0.58
14,0.28,211,196,407,1.36,1.54e-05
15,0.28,157,185,342,1.08,0.361
16,0.28,162,153,315,1.34,0.000307
17,0.28,135,150,285,1.14,0.128
18,0.28,104,150,254,0.88,0.197
19,0.28,88,103,191,1.08,0.437
20,0.28,72,94,166,0.97,0.862
21,0.28,64,101,165,0.8,0.0818
22,0.28,74,66,140,1.42,0.00352
23,0.28,52,72,124,0.92,0.595
24,0.28,40,64,104,0.79,0.158
25,0.28,53,58,111,1.16,0.267
27,0.28,65,93,158,0.89,0.35
28,0.28,23,37,60,0.79,0.307
29,0.28,14,26,40,0.68,0.183
30,0.28,21,45,66,0.59,0.0116
31,0.28,13,20,33,0.82,0.613
32,0.28,8,17,25,0.6,0.17
33,0.28,21,18,39,1.48,0.0821
34,0.28,24,22,46,1.38,0.117
35,0.28,22,24,46,1.16,0.488
36,0.28,13,17,30,0.97,1.0
37,0.28,11,10,21,1.39,0.279
38,0.28,8,18,26,0.56,0.11
39,0.28,3,14,17,0.27,0.00962
40,0.28,6,10,16,0.76,0.719
41,0.28,10,6,16,2.11,0.0319
42,0.28,26,18,44,1.83,0.00467
43,0.28,8,2,10,5.07,0.000237
44,0.28,7,16,23,0.55,0.121
45,0.28,2,12,14,0.21,0.0084
47,0.28,6,5,11,1.52,0.302
48,0.28,1,11,12,0.12,0.00328
49,0.28,5,7,12,0.91,1.0
50,0.28,7,14,21,0.63,0.289
51,0.28,1,19,20,0.07,1.21e-05
52,0.28,15,14,29,1.36,0.226
53,0.28,0,8,8,0.0,0.00406
54,0.28,3,8,11,0.48,0.232
55,0.28,0,6,6,0.0,0.0183
56,0.28,2,5,7,0.51,0.453
57,0.28,5,8,13,0.79,0.841
58,0.28,0,7,7,0.0,0.00859
59,0.28,3,16,19,0.24,0.00276
60,0.28,11,1,12,13.95,8.94e-10
61,0.28,0,76,76,0.0,1.61e-26
62,0.28,0,10,10,0.0,0.000925
63,0.28,3,5,8,0.76,1.0
64,0.28,5,5,10,1.27,0.607
65,0.28,3,8,11,0.48,0.232
66,0.28,3,5,8,0.76,1.0
68,0.28,2,11,13,0.23,0.016
69,0.28,0,6,6,0.0,0.0183
70,0.28,2,7,9,0.36,0.194
71,0.28,6,10,16,0.76,0.719
72,0.28,0,7,7,0.0,0.00859
73,0.28,0,6,6,0.0,0.0183
74,0.28,2,3,5,0.85,1.0
75,0.28,1,1,2,1.27,0.546
76,0.28,0,1,1,0.0,1.0
77,0.28,1,1,2,1.27,0.546
78,0.28,0,10,10,0.0,0.000925
79,0.28,4,11,15,0.46,0.126
80,0.28,0,5,5,0.0,0.0391
81,0.28,0,6,6,0.0,0.0183
82,0.28,10,7,17,1.81,0.081
83,0.28,0,3,3,0.0,0.185
84,0.28,6,5,11,1.52,0.302
85,0.28,2,8,10,0.32,0.106
86,0.28,1,4,5,0.32,0.389
87,0.28,0,14,14,0.0,2.94e-05
88,0.28,1,9,10,0.14,0.0131
89,0.28,1,14,15,0.09,0.000402
90,0.28,0,9,9,0.0,0.00193
91,0.28,1,11,12,0.12,0.00328
92,0.28,2,11,13,0.23,0.016
93,0.28,1,6,7,0.21,0.102
94,0.28,0,8,8,0.0,0.00406
95,0.28,0,9,9,0.0,0.00193
96,0.28,0,6,6,0.0,0.0183
97,0.28,1,18,19,0.07,2.43e-05
98,0.28,3,13,16,0.29,0.0177
99,0.28,5,19,24,0.33,0.00608
100,0.28,0,4,4,0.0,0.0846
2,0.29,1222,1563,2785,0.99,0.771
4,0.29,497,804,1301,0.78,1.33e-08
5,0.29,571,766,1337,0.95,0.182
6,0.29,549,628,1177,1.11,0.0163
7,0.29,415,655,1070,0.8,3.5e-06
8,0.29,345,474,819,0.92,0.138
9,0.29,382,446,828,1.09,0.108
10,0.29,322,400,722,1.02,0.713
11,0.29,270,290,560,1.18,0.00717
13,0.29,203,242,445,1.06,0.383
14,0.29,203,170,373,1.51,2.7e-08
15,0.29,127,164,291,0.98,0.895
16,0.29,127,124,251,1.3,0.0045
17,0.29,100,134,234,0.95,0.626
18,0.29,104,126,230,1.05,0.615
19,0.29,68,96,164,0.9,0.42
20,0.29,67,85,152,1.0,1.0
21,0.29,51,87,138,0.74,0.0341
22,0.29,50,58,108,1.09,0.505
23,0.29,49,57,106,1.09,0.55
24,0.29,39,49,88,1.01,0.936
25,0.29,31,54,85,0.73,0.0775
27,0.29,81,82,163,1.25,0.0461
28,0.29,19,31,50,0.78,0.311
29,0.29,7,22,29,0.4,0.00797
30,0.29,18,29,47,0.79,0.347
31,0.29,15,20,35,0.95,1.0
32,0.29,3,15,18,0.25,0.00517
33,0.29,3,11,14,0.35,0.0585
34,0.29,22,4,26,6.97,4.15e-12
35,0.29,17,13,30,1.66,0.0415
36,0.29,13,21,34,0.78,0.46
37,0.29,18,9,27,2.54,0.000424
38,0.29,4,10,14,0.51,0.21
39,0.29,7,11,18,0.81,0.733
40,0.29,6,8,14,0.95,1.0
41,0.29,1,3,4,0.42,0.737
42,0.29,22,11,33,2.54,0.000105
43,0.29,4,8,12,0.63,0.545
44,0.29,1,10,11,0.13,0.00657
45,0.29,1,10,11,0.13,0.00657
47,0.29,4,2,6,2.54,0.0757
48,0.29,0,4,4,0.0,0.0846
49,0.29,1,5,6,0.25,0.201
50,0.29,5,11,16,0.58,0.304
51,0.29,1,10,11,0.13,0.00657
52,0.29,15,11,26,1.73,0.0399
53,0.29,0,7,7,0.0,0.00859
54,0.29,2,4,6,0.63,0.777
55,0.29,0,3,3,0.0,0.185
56,0.29,2,2,4,1.27,0.674
57,0.29,3,6,9,0.63,0.642
58,0.29,0,5,5,0.0,0.0391
59,0.29,3,14,17,0.27,0.00962
60,0.29,10,1,11,12.68,1.26e-08
61,0.29,0,74,74,0.0,6.96e-26
62,0.29,0,10,10,0.0,0.000925
63,0.29,0,4,4,0.0,0.0846
64,0.29,5,1,6,6.34,0.00133
65,0.29,3,7,10,0.54,0.392
66,0.29,1,2,3,0.63,1.0
68,0.29,2,8,10,0.32,0.106
69,0.29,0,3,3,0.0,0.185
70,0.29,2,6,8,0.42,0.349
71,0.29,2,2,4,1.27,0.674
72,0.29,0,7,7,0.0,0.00859
73,0.29,0,6,6,0.0,0.0183
74,0.29,2,3,5,0.85,1.0
75,0.29,1,1,2,1.27,0.546
76,0.29,0,1,1,0.0,1.0
77,0.29,0,1,1,0.0,1.0
78,0.29,0,9,9,0.0,0.00193
79,0.29,4,9,13,0.56,0.344
80,0.29,0,7,7,0.0,0.00859
81,0.29,0,5,5,0.0,0.0391
82,0.29,10,8,18,1.58,0.156
83,0.29,0,3,3,0.0,0.185
84,0.29,6,5,11,1.52,0.302
85,0.29,2,4,6,0.63,0.777
86,0.29,1,2,3,0.63,1.0
87,0.29,0,12,12,0.0,0.00013
88,0.29,1,9,10,0.14,0.0131
89,0.29,1,14,15,0.09,0.000402
90,0.29,0,8,8,0.0,0.00406
91,0.29,1,11,12,0.12,0.00328
92,0.29,2,11,13,0.23,0.016
93,0.29,1,6,7,0.21,0.102
94,0.29,0,8,8,0.0,0.00406
95,0.29,0,12,12,0.0,0.00013
96,0.29,0,6,6,0.0,0.0183
97,0.29,1,18,19,0.07,2.43e-05
98,0.29,3,13,16,0.29,0.0177
99,0.29,1,18,19,0.07,2.43e-05
100,0.29,0,4,4,0.0,0.0846
2,0.3,1261,1614,2875,0.99,0.742
4,0.3,551,836,1387,0.84,1.35e-05
5,0.3,591,787,1378,0.95,0.24
6,0.3,538,622,1160,1.1,0.0324
7,0.3,427,638,1065,0.85,0.000493
8,0.3,337,450,787,0.95,0.35
9,0.3,330,439,769,0.95,0.402
10,0.3,278,358,636,0.98,0.834
11,0.3,249,267,516,1.18,0.00947
13,0.3,180,208,388,1.1,0.21
14,0.3,164,147,311,1.41,2.21e-05
15,0.3,109,161,270,0.86,0.119
16,0.3,130,112,242,1.47,3.05e-05
17,0.3,83,121,204,0.87,0.218
18,0.3,105,104,209,1.28,0.0148
19,0.3,50,96,146,0.66,0.00224
20,0.3,58,81,139,0.91,0.531
21,0.3,49,79,128,0.79,0.0987
22,0.3,49,45,94,1.38,0.0285
23,0.3,40,48,88,1.06,0.684
24,0.3,35,42,77,1.06,0.728
25,0.3,28,43,71,0.83,0.345
27,0.3,56,70,126,1.01,0.893
28,0.3,7,24,31,0.37,0.00368
29,0.3,5,24,29,0.26,0.000313
30,0.3,10,24,34,0.53,0.0377
31,0.3,25,13,38,2.44,0.000104
32,0.3,7,10,17,0.89,1.0
33,0.3,3,10,13,0.38,0.104
34,0.3,22,4,26,6.97,4.15e-12
35,0.3,17,11,28,1.96,0.00963
36,0.3,2,12,14,0.21,0.0084
37,0.3,16,4,20,5.07,2.4e-07
38,0.3,6,7,13,1.09,0.829
39,0.3,6,14,20,0.54,0.172
40,0.3,1,6,7,0.21,0.102
41,0.3,1,1,2,1.27,0.546
42,0.3,6,9,15,0.85,0.851
43,0.3,18,7,25,3.26,1.98e-05
44,0.3,0,7,7,0.0,0.00859
45,0.3,2,8,10,0.32,0.106
47,0.3,0,2,2,0.0,0.417
48,0.3,0,4,4,0.0,0.0846
49,0.3,1,4,5,0.32,0.389
50,0.3,5,4,9,1.58,0.254
51,0.3,2,8,10,0.32,0.106
52,0.3,11,10,21,1.39,0.279
53,0.3,0,2,2,0.0,0.417
54,0.3,2,5,7,0.51,0.453
55,0.3,0,5,5,0.0,0.0391
56,0.3,2,4,6,0.63,0.777
57,0.3,3,9,12,0.42,0.182
58,0.3,0,4,4,0.0,0.0846
59,0.3,3,14,17,0.27,0.00962
60,0.3,0,1,1,0.0,1.0
61,0.3,0,9,9,0.0,0.00193
62,0.3,0,10,10,0.0,0.000925
63,0.3,0,3,3,0.0,0.185
64,0.3,1,1,2,1.27,0.546
65,0.3,3,3,6,1.27,0.515
66,0.3,1,2,3,0.63,1.0
68,0.3,2,8,10,0.32,0.106
69,0.3,0,1,1,0.0,1.0
70,0.3,2,5,7,0.51,0.453
71,0.3,2,1,3,2.54,0.187
72,0.3,0,6,6,0.0,0.0183
73,0.3,0,6,6,0.0,0.0183
74,0.3,2,3,5,0.85,1.0
75,0.3,0,0,0,,
76,0.3,0,1,1,0.0,1.0
77,0.3,0,1,1,0.0,1.0
78,0.3,0,9,9,0.0,0.00193
79,0.3,4,7,11,0.72,0.671
80,0.3,0,5,5,0.0,0.0391
81,0.3,0,5,5,0.0,0.0391
82,0.3,8,3,11,3.38,0.00307
83,0.3,1,4,5,0.32,0.389
84,0.3,6,4,10,1.9,0.143
85,0.3,1,1,2,1.27,0.546
86,0.3,1,2,3,0.63,1.0
87,0.3,0,12,12,0.0,0.00013
88,0.3,1,9,10,0.14,0.0131
89,0.3,1,14,15,0.09,0.000402
90,0.3,0,8,8,0.0,0.00406
91,0.3,1,10,11,0.13,0.00657
92,0.3,2,11,13,0.23,0.016
93,0.3,1,6,7,0.21,0.102
94,0.3,0,8,8,0.0,0.00406
95,0.3,0,12,12,0.0,0.00013
96,0.3,0,6,6,0.0,0.0183
97,0.3,1,18,19,0.07,2.43e-05
98,0.3,3,13,16,0.29,0.0177
99,0.3,1,18,19,0.07,2.43e-05
100,0.3,0,4,4,0.0,0.0846
2,0.31,1367,1643,3010,1.05,0.0454
4,0.31,597,911,1508,0.83,2.59e-06
5,0.31,591,776,1367,0.97,0.403
6,0.31,539,621,1160,1.1,0.0271
7,0.31,444,600,1044,0.94,0.179
8,0.31,332,415,747,1.01,0.781
9,0.31,285,366,651,0.99,0.859
10,0.31,232,308,540,0.95,0.499
11,0.31,209,243,452,1.09,0.205
13,0.31,117,163,280,0.91,0.331
14,0.31,102,118,220,1.1,0.35
15,0.31,84,120,204,0.89,0.303
16,0.31,100,85,185,1.49,0.000144
17,0.31,72,121,193,0.75,0.0158
18,0.31,93,76,169,1.55,7.38e-05
19,0.31,41,81,122,0.64,0.00316
20,0.31,43,67,110,0.81,0.191
21,0.31,39,69,108,0.72,0.0352
22,0.31,54,49,103,1.4,0.0191
23,0.31,56,40,96,1.77,7.61e-05
24,0.31,47,32,79,1.86,8.75e-05
25,0.31,17,29,46,0.74,0.25
27,0.31,18,17,35,1.34,0.216
28,0.31,6,20,26,0.38,0.0109
29,0.31,8,16,24,0.63,0.257
30,0.31,14,22,36,0.81,0.546
31,0.31,17,7,24,3.08,6.61e-05
32,0.31,1,4,5,0.32,0.389
33,0.31,7,8,15,1.11,0.689
34,0.31,20,4,24,6.34,1.96e-10
35,0.31,6,12,18,0.63,0.328
36,0.31,7,8,15,1.11,0.689
37,0.31,5,5,10,1.27,0.607
38,0.31,9,4,13,2.85,0.00523
39,0.31,3,13,16,0.29,0.0177
40,0.31,2,5,7,0.51,0.453
41,0.31,2,1,3,2.54,0.187
42,0.31,3,5,8,0.76,1.0
43,0.31,17,5,22,4.31,9.36e-07
44,0.31,0,8,8,0.0,0.00406
45,0.31,2,1,3,2.54,0.187
47,0.31,0,1,1,0.0,1.0
48,0.31,0,4,4,0.0,0.0846
49,0.31,0,1,1,0.0,1.0
50,0.31,5,2,7,3.17,0.0225
51,0.31,2,4,6,0.63,0.777
52,0.31,3,5,8,0.76,1.0
53,0.31,0,2,2,0.0,0.417
54,0.31,2,2,4,1.27,0.674
55,0.31,0,0,0,,
56,0.31,2,3,5,0.85,1.0
57,0.31,0,6,6,0.0,0.0183
58,0.31,0,3,3,0.0,0.185
59,0.31,0,8,8,0.0,0.00406
60,0.31,0,0,0,,
61,0.31,0,8,8,0.0,0.00406
62,0.31,0,7,7,0.0,0.00859
63,0.31,0,3,3,0.0,0.185
64,0.31,1,1,2,1.27,0.546
65,0.31,0,3,3,0.0,0.185
66,0.31,1,2,3,0.63,1.0
68,0.31,2,8,10,0.32,0.106
69,0.31,0,1,1,0.0,1.0
70,0.31,2,4,6,0.63,0.777
71,0.31,2,1,3,2.54,0.187
72,0.31,0,4,4,0.0,0.0846
73,0.31,0,5,5,0.0,0.0391
74,0.31,1,3,4,0.42,0.737
75,0.31,0,0,0,,
76,0.31,0,1,1,0.0,1.0
77,0.31,0,0,0,,
78,0.31,0,8,8,0.0,0.00406
79,0.31,4,7,11,0.72,0.671
80,0.31,0,3,3,0.0,0.185
81,0.31,0,3,3,0.0,0.185
82,0.31,3,1,4,3.8,0.0458
83,0.31,0,3,3,0.0,0.185
84,0.31,5,3,8,2.11,0.0917
85,0.31,1,1,2,1.27,0.546
86,0.31,1,2,3,0.63,1.0
87,0.31,0,10,10,0.0,0.000925
88,0.31,1,9,10,0.14,0.0131
89,0.31,1,14,15,0.09,0.000402
90,0.31,0,8,8,0.0,0.00406
91,0.31,1,10,11,0.13,0.00657
92,0.31,2,10,12,0.25,0.0304
93,0.31,1,4,5,0.32,0.389
94,0.31,0,8,8,0.0,0.00406
95,0.31,0,9,9,0.0,0.00193
96,0.31,0,6,6,0.0,0.0183
97,0.31,1,18,19,0.07,2.43e-05
98,0.31,3,13,16,0.29,0.0177
99,0.31,1,18,19,0.07,2.43e-05
100,0.31,0,4,4,0.0,0.0846
2,0.32,1376,1668,3044,1.05,0.0909
4,0.32,609,906,1515,0.85,4.7e-05
5,0.32,606,763,1369,1.01,0.853
6,0.32,526,616,1142,1.08,0.0674
7,0.32,431,593,1024,0.92,0.089
8,0.32,330,397,727,1.05,0.334
9,0.32,269,342,611,1.0,1.0
10,0.32,215,310,525,0.88,0.0582
11,0.32,205,244,449,1.07,0.366
13,0.32,96,152,248,0.8,0.0279
14,0.32,93,122,215,0.97,0.798
15,0.32,71,109,180,0.83,0.117
16,0.32,91,75,166,1.54,0.000114
17,0.32,72,111,183,0.82,0.0971
18,0.32,92,68,160,1.72,2.02e-06
19,0.32,40,66,106,0.77,0.096
20,0.32,61,58,119,1.33,0.0314
21,0.32,17,66,83,0.33,3.16e-08
22,0.32,55,47,102,1.48,0.00506
23,0.32,54,37,91,1.85,3.75e-05
24,0.32,39,25,64,1.98,0.000103
25,0.32,18,25,43,0.91,0.821
27,0.32,23,20,43,1.46,0.0763
28,0.32,7,17,24,0.52,0.0983
29,0.32,8,16,24,0.63,0.257
30,0.32,13,16,29,1.03,0.887
31,0.32,12,7,19,2.17,0.0153
32,0.32,1,3,4,0.42,0.737
33,0.32,7,8,15,1.11,0.689
34,0.32,18,3,21,7.61,9.01e-11
35,0.32,6,13,19,0.59,0.212
36,0.32,10,8,18,1.58,0.156
37,0.32,3,4,7,0.95,1.0
38,0.32,39,5,44,9.89,1.8e-25
39,0.32,3,12,15,0.32,0.0324
40,0.32,2,3,5,0.85,1.0
41,0.32,2,2,4,1.27,0.674
42,0.32,3,4,7,0.95,1.0
43,0.32,17,3,20,7.18,6.91e-10
44,0.32,0,8,8,0.0,0.00406
45,0.32,2,2,4,1.27,0.674
47,0.32,0,1,1,0.0,1.0
48,0.32,0,4,4,0.0,0.0846
49,0.32,0,1,1,0.0,1.0
50,0.32,5,1,6,6.34,0.00133
51,0.32,1,4,5,0.32,0.389
52,0.32,3,3,6,1.27,0.515
53,0.32,0,2,2,0.0,0.417
54,0.32,2,2,4,1.27,0.674
55,0.32,0,0,0,,
56,0.32,2,3,5,0.85,1.0
57,0.32,0,6,6,0.0,0.0183
58,0.32,0,3,3,0.0,0.185
59,0.32,0,7,7,0.0,0.00859
60,0.32,0,0,0,,
61,0.32,0,8,8,0.0,0.00406
62,0.32,0,7,7,0.0,0.00859
63,0.32,0,3,3,0.0,0.185
64,0.32,1,1,2,1.27,0.546
65,0.32,0,3,3,0.0,0.185
66,0.32,1,2,3,0.63,1.0
68,0.32,2,7,9,0.36,0.194
69,0.32,0,1,1,0.0,1.0
70,0.32,2,4,6,0.63,0.777
71,0.32,2,1,3,2.54,0.187
72,0.32,0,4,4,0.0,0.0846
73,0.32,0,5,5,0.0,0.0391
74,0.32,1,3,4,0.42,0.737
75,0.32,0,0,0,,
76,0.32,0,1,1,0.0,1.0
77,0.32,0,0,0,,
78,0.32,0,7,7,0.0,0.00859
79,0.32,4,7,11,0.72,0.671
80,0.32,0,3,3,0.0,0.185
81,0.32,0,3,3,0.0,0.185
82,0.32,3,1,4,3.8,0.0458
83,0.32,0,3,3,0.0,0.185
84,0.32,5,3,8,2.11,0.0917
85,0.32,1,1,2,1.27,0.546
86,0.32,1,1,2,1.27,0.546
87,0.32,0,10,10,0.0,0.000925
88,0.32,1,9,10,0.14,0.0131
89,0.32,1,14,15,0.09,0.000402
90,0.32,0,8,8,0.0,0.00406
91,0.32,1,10,11,0.13,0.00657
92,0.32,2,10,12,0.25,0.0304
93,0.32,1,4,5,0.32,0.389
94,0.32,0,8,8,0.0,0.00406
95,0.32,0,9,9,0.0,0.00193
96,0.32,0,6,6,0.0,0.0183
97,0.32,1,18,19,0.07,2.43e-05
98,0.32,3,13,16,0.29,0.0177
99,0.32,1,18,19,0.07,2.43e-05
100,0.32,0,4,4,0.0,0.0846
2,0.33,1445,1678,3123,1.09,0.000748
