Blob length,Hydrophobicity threshold H*,Number of dSNPs,Number of nSNPs,Total Number of SNPs,Enrichment of dSNPs,p value
78,0.76,0,7,7,0.0,0.00859
79,0.76,4,7,11,0.72,0.671
80,0.76,0,3,3,0.0,0.185
81,0.76,0,3,3,0.0,0.185
82,0.76,3,1,4,3.8,0.0458
83,0.76,0,3,3,0.0,0.185
84,0.76,5,3,8,2.11,0.0917
85,0.76,1,1,2,1.27,0.546
86,0.76,1,1,2,1.27,0.546
87,0.76,0,10,10,0.0,0.000925
88,0.76,1,9,10,0.14,0.0131
89,0.76,1,14,15,0.09,0.000402
90,0.76,0,8,8,0.0,0.00406
91,0.76,1,10,11,0.13,0.00657
92,0.76,2,10,12,0.25,0.0304
93,0.76,1,4,5,0.32,0.389
94,0.76,0,8,8,0.0,0.00406
95,0.76,0,9,9,0.0,0.00193
96,0.76,0,6,6,0.0,0.0183
97,0.76,1,18,19,0.07,2.43e-05
98,0.76,3,13,16,0.29,0.0177
99,0.76,1,18,19,0.07,2.43e-05
100,0.76,0,4,4,0.0,0.0846
2,0.77,33,14,47,2.99,7.1e-08
4,0.77,3,11,14,0.35,0.0585
5,0.77,1,3,4,0.42,0.737
6,0.77,0,5,5,0.0,0.0391
7,0.77,1,3,4,0.42,0.737
8,0.77,0,2,2,0.0,0.417
9,0.77,0,1,1,0.0,1.0
10,0.77,0,0,0,,
11,0.77,0,1,1,0.0,1.0
13,0.77,0,0,0,,
14,0.77,0,1,1,0.0,1.0
15,0.77,0,0,0,,
16,0.77,0,0,0,,
17,0.77,1,0,1,inf,0.0
18,0.77,0,0,0,,
19,0.77,0,0,0,,
20,0.77,0,0,0,,
21,0.77,0,0,0,,
22,0.77,0,0,0,,
23,0.77,0,0,0,,
24,0.77,0,1,1,0.0,1.0
25,0.77,0,0,0,,
27,0.77,0,0,0,,
28,0.77,0,0,0,,
29,0.77,0,0,0,,
30,0.77,0,0,0,,
31,0.77,0,0,0,,
32,0.77,0,0,0,,
33,0.77,0,0,0,,
34,0.77,0,0,0,,
35,0.77,0,0,0,,
36,0.77,0,0,0,,
37,0.77,0,0,0,,
38,0.77,0,0,0,,
39,0.77,0,0,0,,
40,0.77,0,0,0,,
41,0.77,0,1,1,0.0,1.0
42,0.77,0,0,0,,
43,0.77,0,0,0,,
44,0.77,0,1,1,0.0,1.0
45,0.77,0,0,0,,
47,0.77,0,0,0,,
48,0.77,0,2,2,0.0,0.417
49,0.77,0,0,0,,
50,0.77,0,0,0,,
51,0.77,1,1,2,1.27,0.546
52,0.77,3,2,5,1.9,0.211
53,0.77,0,0,0,,
54,0.77,2,1,3,2.54,0.187
55,0.77,0,0,0,,
56,0.77,2,0,2,inf,0.0
57,0.77,0,2,2,0.0,0.417
58,0.77,0,2,2,0.0,0.417
59,0.77,0,2,2,0.0,0.417
60,0.77,0,0,0,,
61,0.77,0,6,6,0.0,0.0183
62,0.77,0,4,4,0.0,0.0846
63,0.77,0,3,3,0.0,0.185
64,0.77,1,0,1,inf,0.0
65,0.77,0,3,3,0.0,0.185
66,0.77,1,2,3,0.63,1.0
68,0.77,2,7,9,0.36,0.194
69,0.77,0,1,1,0.0,1.0
70,0.77,2,4,6,0.63,0.777
71,0.77,2,1,3,2.54,0.187
72,0.77,0,3,3,0.0,0.185
73,0.77,0,5,5,0.0,0.0391
74,0.77,1,3,4,0.42,0.737
75,0.77,0,0,0,,
76,0.77,0,1,1,0.0,1.0
77,0.77,0,0,0,,
78,0.77,0,7,7,0.0,0.00859
79,0.77,4,7,11,0.72,0.671
80,0.77,0,3,3,0.0,0.185
81,0.77,0,3,3,0.0,0.185
82,0.77,3,1,4,3.8,0.0458
83,0.77,0,3,3,0.0,0.185
84,0.77,5,3,8,2.11,0.0917
85,0.77,1,1,2,1.27,0.546
86,0.77,1,1,2,1.27,0.546
87,0.77,0,10,10,0.0,0.000925
88,0.77,1,9,10,0.14,0.0131
89,0.77,1,14,15,0.09,0.000402
90,0.77,0,8,8,0.0,0.00406
91,0.77,1,10,11,0.13,0.00657
92,0.77,2,10,12,0.25,0.0304
93,0.77,1,4,5,0.32,0.389
94,0.77,0,8,8,0.0,0.00406
95,0.77,0,9,9,0.0,0.00193
96,0.77,0,6,6,0.0,0.0183
97,0.77,1,18,19,0.07,2.43e-05
98,0.77,3,13,16,0.29,0.0177
99,0.77,1,18,19,0.07,2.43e-05
100,0.77,0,4,4,0.0,0.0846
2,0.78,14,11,25,1.61,0.0853
4,0.78,3,7,10,0.54,0.392
5,0.78,0,2,2,0.0,0.417
6,0.78,0,6,6,0.0,0.0183
7,0.78,1,2,3,0.63,1.0
8,0.78,0,2,2,0.0,0.417
9,0.78,0,1,1,0.0,1.0
10,0.78,0,0,0,,
11,0.78,0,1,1,0.0,1.0
13,0.78,0,0,0,,
14,0.78,0,1,1,0.0,1.0
15,0.78,0,0,0,,
16,0.78,0,0,0,,
17,0.78,1,0,1,inf,0.0
18,0.78,0,0,0,,
19,0.78,0,0,0,,
20,0.78,0,0,0,,
21,0.78,0,0,0,,
22,0.78,0,0,0,,
23,0.78,0,0,0,,
24,0.78,0,1,1,0.0,1.0
25,0.78,0,0,0,,
27,0.78,0,0,0,,
28,0.78,0,0,0,,
29,0.78,0,0,0,,
30,0.78,0,0,0,,
31,0.78,0,0,0,,
32,0.78,0,0,0,,
33,0.78,0,0,0,,
34,0.78,0,0,0,,
35,0.78,0,0,0,,
36,0.78,0,0,0,,
37,0.78,0,0,0,,
38,0.78,0,0,0,,
39,0.78,0,0,0,,
40,0.78,0,0,0,,
41,0.78,0,1,1,0.0,1.0
42,0.78,0,0,0,,
43,0.78,0,0,0,,
44,0.78,0,1,1,0.0,1.0
45,0.78,0,0,0,,
47,0.78,0,0,0,,
48,0.78,0,2,2,0.0,0.417
49,0.78,0,0,0,,
50,0.78,0,0,0,,
51,0.78,1,1,2,1.27,0.546
52,0.78,3,2,5,1.9,0.211
53,0.78,0,0,0,,
54,0.78,2,1,3,2.54,0.187
55,0.78,0,0,0,,
56,0.78,2,0,2,inf,0.0
57,0.78,0,2,2,0.0,0.417
58,0.78,0,2,2,0.0,0.417
59,0.78,0,2,2,0.0,0.417
60,0.78,0,0,0,,
61,0.78,0,6,6,0.0,0.0183
62,0.78,0,4,4,0.0,0.0846
63,0.78,0,3,3,0.0,0.185
64,0.78,1,0,1,inf,0.0
65,0.78,0,3,3,0.0,0.185
66,0.78,1,2,3,0.63,1.0
68,0.78,2,7,9,0.36,0.194
69,0.78,0,1,1,0.0,1.0
70,0.78,2,4,6,0.63,0.777
71,0.78,2,1,3,2.54,0.187
72,0.78,0,3,3,0.0,0.185
73,0.78,0,5,5,0.0,0.0391
74,0.78,1,3,4,0.42,0.737
75,0.78,0,0,0,,
76,0.78,0,1,1,0.0,1.0
77,0.78,0,0,0,,
78,0.78,0,7,7,0.0,0.00859
79,0.78,4,7,11,0.72,0.671
80,0.78,0,3,3,0.0,0.185
81,0.78,0,3,3,0.0,0.185
82,0.78,3,1,4,3.8,0.0458
83,0.78,0,3,3,0.0,0.185
84,0.78,5,3,8,2.11,0.0917
85,0.78,1,1,2,1.27,0.546
86,0.78,1,1,2,1.27,0.546
87,0.78,0,10,10,0.0,0.000925
88,0.78,1,9,10,0.14,0.0131
89,0.78,1,14,15,0.09,0.000402
90,0.78,0,8,8,0.0,0.00406
91,0.78,1,10,11,0.13,0.00657
92,0.78,2,10,12,0.25,0.0304
93,0.78,1,4,5,0.32,0.389
94,0.78,0,8,8,0.0,0.00406
95,0.78,0,9,9,0.0,0.00193
96,0.78,0,6,6,0.0,0.0183
97,0.78,1,18,19,0.07,2.43e-05
98,0.78,3,13,16,0.29,0.0177
99,0.78,1,18,19,0.07,2.43e-05
100,0.78,0,4,4,0.0,0.0846
2,0.79,11,7,18,1.99,0.0299
4,0.79,1,4,5,0.32,0.389
5,0.79,0,2,2,0.0,0.417
6,0.79,0,5,5,0.0,0.0391
7,0.79,1,2,3,0.63,1.0
8,0.79,0,2,2,0.0,0.417
9,0.79,0,1,1,0.0,1.0
10,0.79,0,0,0,,
11,0.79,0,1,1,0.0,1.0
13,0.79,0,0,0,,
14,0.79,0,1,1,0.0,1.0
15,0.79,0,0,0,,
16,0.79,0,0,0,,
17,0.79,1,0,1,inf,0.0
18,0.79,0,0,0,,
19,0.79,0,0,0,,
20,0.79,0,0,0,,
21,0.79,0,0,0,,
22,0.79,0,0,0,,
23,0.79,0,0,0,,
24,0.79,0,1,1,0.0,1.0
25,0.79,0,0,0,,
27,0.79,0,0,0,,
28,0.79,0,0,0,,
29,0.79,0,0,0,,
30,0.79,0,0,0,,
31,0.79,0,0,0,,
32,0.79,0,0,0,,
33,0.79,0,0,0,,
34,0.79,0,0,0,,
35,0.79,0,0,0,,
36,0.79,0,0,0,,
37,0.79,0,0,0,,
38,0.79,0,0,0,,
39,0.79,0,0,0,,
40,0.79,0,0,0,,
41,0.79,0,1,1,0.0,1.0
42,0.79,0,0,0,,
43,0.79,0,0,0,,
44,0.79,0,1,1,0.0,1.0
45,0.79,0,0,0,,
47,0.79,0,0,0,,
48,0.79,0,2,2,0.0,0.417
49,0.79,0,0,0,,
50,0.79,0,0,0,,
51,0.79,1,1,2,1.27,0.546
52,0.79,3,2,5,1.9,0.211
53,0.79,0,0,0,,
54,0.79,2,1,3,2.54,0.187
55,0.79,0,0,0,,
56,0.79,2,0,2,inf,0.0
57,0.79,0,2,2,0.0,0.417
58,0.79,0,2,2,0.0,0.417
59,0.79,0,2,2,0.0,0.417
60,0.79,0,0,0,,
61,0.79,0,6,6,0.0,0.0183
62,0.79,0,4,4,0.0,0.0846
63,0.79,0,3,3,0.0,0.185
64,0.79,1,0,1,inf,0.0
65,0.79,0,3,3,0.0,0.185
66,0.79,1,2,3,0.63,1.0
68,0.79,2,7,9,0.36,0.194
69,0.79,0,1,1,0.0,1.0
70,0.79,2,4,6,0.63,0.777
71,0.79,2,1,3,2.54,0.187
72,0.79,0,3,3,0.0,0.185
73,0.79,0,5,5,0.0,0.0391
74,0.79,1,3,4,0.42,0.737
75,0.79,0,0,0,,
76,0.79,0,1,1,0.0,1.0
77,0.79,0,0,0,,
78,0.79,0,7,7,0.0,0.00859
79,0.79,4,7,11,0.72,0.671
80,0.79,0,3,3,0.0,0.185
81,0.79,0,3,3,0.0,0.185
82,0.79,3,1,4,3.8,0.0458
83,0.79,0,3,3,0.0,0.185
84,0.79,5,3,8,2.11,0.0917
85,0.79,1,1,2,1.27,0.546
86,0.79,1,1,2,1.27,0.546
87,0.79,0,10,10,0.0,0.000925
88,0.79,1,9,10,0.14,0.0131
89,0.79,1,14,15,0.09,0.000402
90,0.79,0,8,8,0.0,0.00406
91,0.79,1,10,11,0.13,0.00657
92,0.79,2,10,12,0.25,0.0304
93,0.79,1,4,5,0.32,0.389
94,0.79,0,8,8,0.0,0.00406
95,0.79,0,9,9,0.0,0.00193
96,0.79,0,6,6,0.0,0.0183
97,0.79,1,18,19,0.07,2.43e-05
98,0.79,3,13,16,0.29,0.0177
99,0.79,1,18,19,0.07,2.43e-05
100,0.79,0,4,4,0.0,0.0846
2,0.8,2,8,10,0.32,0.106
4,0.8,1,4,5,0.32,0.389
5,0.8,0,2,2,0.0,0.417
6,0.8,0,4,4,0.0,0.0846
7,0.8,1,2,3,0.63,1.0
8,0.8,0,2,2,0.0,0.417
9,0.8,0,1,1,0.0,1.0
10,0.8,0,0,0,,
11,0.8,0,1,1,0.0,1.0
13,0.8,0,0,0,,
14,0.8,0,1,1,0.0,1.0
15,0.8,0,0,0,,
16,0.8,0,0,0,,
17,0.8,1,0,1,inf,0.0
18,0.8,0,0,0,,
19,0.8,0,0,0,,
20,0.8,0,0,0,,
21,0.8,0,0,0,,
22,0.8,0,0,0,,
23,0.8,0,0,0,,
24,0.8,0,1,1,0.0,1.0
25,0.8,0,0,0,,
27,0.8,0,0,0,,
28,0.8,0,0,0,,
29,0.8,0,0,0,,
30,0.8,0,0,0,,
31,0.8,0,0,0,,
32,0.8,0,0,0,,
33,0.8,0,0,0,,
34,0.8,0,0,0,,
35,0.8,0,0,0,,
36,0.8,0,0,0,,
37,0.8,0,0,0,,
38,0.8,0,0,0,,
39,0.8,0,0,0,,
40,0.8,0,0,0,,
41,0.8,0,1,1,0.0,1.0
42,0.8,0,0,0,,
43,0.8,0,0,0,,
44,0.8,0,1,1,0.0,1.0
45,0.8,0,0,0,,
47,0.8,0,0,0,,
48,0.8,0,2,2,0.0,0.417
49,0.8,0,0,0,,
50,0.8,0,0,0,,
51,0.8,1,1,2,1.27,0.546
52,0.8,3,2,5,1.9,0.211
53,0.8,0,0,0,,
54,0.8,2,1,3,2.54,0.187
55,0.8,0,0,0,,
56,0.8,2,0,2,inf,0.0
57,0.8,0,2,2,0.0,0.417
58,0.8,0,2,2,0.0,0.417
59,0.8,0,2,2,0.0,0.417
60,0.8,0,0,0,,
61,0.8,0,6,6,0.0,0.0183
62,0.8,0,4,4,0.0,0.0846
63,0.8,0,3,3,0.0,0.185
64,0.8,1,0,1,inf,0.0
65,0.8,0,3,3,0.0,0.185
66,0.8,1,2,3,0.63,1.0
68,0.8,2,7,9,0.36,0.194
69,0.8,0,1,1,0.0,1.0
70,0.8,2,4,6,0.63,0.777
71,0.8,2,1,3,2.54,0.187
72,0.8,0,3,3,0.0,0.185
73,0.8,0,5,5,0.0,0.0391
74,0.8,1,3,4,0.42,0.737
75,0.8,0,0,0,,
76,0.8,0,1,1,0.0,1.0
77,0.8,0,0,0,,
78,0.8,0,7,7,0.0,0.00859
79,0.8,4,7,11,0.72,0.671
80,0.8,0,3,3,0.0,0.185
81,0.8,0,3,3,0.0,0.185
82,0.8,3,1,4,3.8,0.0458
83,0.8,0,3,3,0.0,0.185
84,0.8,5,3,8,2.11,0.0917
85,0.8,1,1,2,1.27,0.546
86,0.8,1,1,2,1.27,0.546
87,0.8,0,10,10,0.0,0.000925
88,0.8,1,9,10,0.14,0.0131
89,0.8,1,14,15,0.09,0.000402
90,0.8,0,8,8,0.0,0.00406
91,0.8,1,10,11,0.13,0.00657
92,0.8,2,10,12,0.25,0.0304
93,0.8,1,4,5,0.32,0.389
94,0.8,0,8,8,0.0,0.00406
95,0.8,0,9,9,0.0,0.00193
96,0.8,0,6,6,0.0,0.0183
97,0.8,1,18,19,0.07,2.43e-05
98,0.8,3,13,16,0.29,0.0177
99,0.8,1,18,19,0.07,2.43e-05
100,0.8,0,4,4,0.0,0.0846
2,0.81,0,6,6,0.0,0.0183
4,0.81,2,3,5,0.85,1.0
5,0.81,0,1,1,0.0,1.0
6,0.81,0,5,5,0.0,0.0391
7,0.81,0,1,1,0.0,1.0
8,0.81,0,2,2,0.0,0.417
9,0.81,0,1,1,0.0,1.0
10,0.81,0,0,0,,
11,0.81,0,0,0,,
13,0.81,0,0,0,,
14,0.81,0,1,1,0.0,1.0
15,0.81,0,0,0,,
16,0.81,0,0,0,,
17,0.81,0,0,0,,
18,0.81,0,0,0,,
19,0.81,0,0,0,,
20,0.81,0,0,0,,
21,0.81,0,0,0,,
22,0.81,0,0,0,,
23,0.81,0,0,0,,
24,0.81,0,1,1,0.0,1.0
25,0.81,0,0,0,,
27,0.81,0,0,0,,
28,0.81,0,0,0,,
29,0.81,0,0,0,,
30,0.81,0,0,0,,
31,0.81,0,0,0,,
32,0.81,0,0,0,,
33,0.81,0,0,0,,
34,0.81,0,0,0,,
35,0.81,0,0,0,,
36,0.81,0,0,0,,
37,0.81,0,0,0,,
38,0.81,0,0,0,,
39,0.81,0,0,0,,
40,0.81,0,0,0,,
41,0.81,0,1,1,0.0,1.0
42,0.81,0,0,0,,
43,0.81,0,0,0,,
44,0.81,0,1,1,0.0,1.0
45,0.81,0,0,0,,
47,0.81,0,0,0,,
48,0.81,0,2,2,0.0,0.417
49,0.81,0,0,0,,
50,0.81,0,0,0,,
51,0.81,1,1,2,1.27,0.546
52,0.81,3,2,5,1.9,0.211
53,0.81,0,0,0,,
54,0.81,2,1,3,2.54,0.187
55,0.81,0,0,0,,
56,0.81,2,0,2,inf,0.0
57,0.81,0,2,2,0.0,0.417
58,0.81,0,2,2,0.0,0.417
59,0.81,0,2,2,0.0,0.417
60,0.81,0,0,0,,
61,0.81,0,6,6,0.0,0.0183
62,0.81,0,4,4,0.0,0.0846
63,0.81,0,3,3,0.0,0.185
64,0.81,1,0,1,inf,0.0
65,0.81,0,3,3,0.0,0.185
66,0.81,1,2,3,0.63,1.0
68,0.81,2,7,9,0.36,0.194
69,0.81,0,1,1,0.0,1.0
70,0.81,2,4,6,0.63,0.777
71,0.81,2,1,3,2.54,0.187
72,0.81,0,3,3,0.0,0.185
73,0.81,0,5,5,0.0,0.0391
74,0.81,1,3,4,0.42,0.737
75,0.81,0,0,0,,
76,0.81,0,1,1,0.0,1.0
77,0.81,0,0,0,,
78,0.81,0,7,7,0.0,0.00859
79,0.81,4,7,11,0.72,0.671
80,0.81,0,3,3,0.0,0.185
81,0.81,0,3,3,0.0,0.185
82,0.81,3,1,4,3.8,0.0458
83,0.81,0,3,3,0.0,0.185
84,0.81,5,3,8,2.11,0.0917
85,0.81,1,1,2,1.27,0.546
86,0.81,1,1,2,1.27,0.546
87,0.81,0,10,10,0.0,0.000925
88,0.81,1,9,10,0.14,0.0131
89,0.81,1,14,15,0.09,0.000402
90,0.81,0,8,8,0.0,0.00406
91,0.81,1,10,11,0.13,0.00657
92,0.81,2,10,12,0.25,0.0304
93,0.81,1,4,5,0.32,0.389
94,0.81,0,8,8,0.0,0.00406
95,0.81,0,9,9,0.0,0.00193
96,0.81,0,6,6,0.0,0.0183
97,0.81,1,18,19,0.07,2.43e-05
98,0.81,3,13,16,0.29,0.0177
99,0.81,1,18,19,0.07,2.43e-05
100,0.81,0,4,4,0.0,0.0846
2,0.82,0,6,6,0.0,0.0183
4,0.82,2,3,5,0.85,1.0
5,0.82,0,1,1,0.0,1.0
6,0.82,0,5,5,0.0,0.0391
7,0.82,0,1,1,0.0,1.0
8,0.82,0,2,2,0.0,0.417
9,0.82,0,1,1,0.0,1.0
10,0.82,0,0,0,,
11,0.82,0,0,0,,
13,0.82,0,0,0,,
14,0.82,0,1,1,0.0,1.0
15,0.82,0,0,0,,
16,0.82,0,0,0,,
17,0.82,0,0,0,,
18,0.82,0,0,0,,
19,0.82,0,0,0,,
20,0.82,0,0,0,,
21,0.82,0,0,0,,
22,0.82,0,0,0,,
23,0.82,0,0,0,,
24,0.82,0,1,1,0.0,1.0
25,0.82,0,0,0,,
27,0.82,0,0,0,,
28,0.82,0,0,0,,
29,0.82,0,0,0,,
30,0.82,0,0,0,,
31,0.82,0,0,0,,
32,0.82,0,0,0,,
33,0.82,0,0,0,,
34,0.82,0,0,0,,
35,0.82,0,0,0,,
36,0.82,0,0,0,,
37,0.82,0,0,0,,
38,0.82,0,0,0,,
39,0.82,0,0,0,,
40,0.82,0,0,0,,
41,0.82,0,1,1,0.0,1.0
42,0.82,0,0,0,,
43,0.82,0,0,0,,
44,0.82,0,1,1,0.0,1.0
45,0.82,0,0,0,,
47,0.82,0,0,0,,
48,0.82,0,2,2,0.0,0.417
49,0.82,0,0,0,,
50,0.82,0,0,0,,
51,0.82,1,1,2,1.27,0.546
52,0.82,3,2,5,1.9,0.211
53,0.82,0,0,0,,
54,0.82,2,1,3,2.54,0.187
55,0.82,0,0,0,,
56,0.82,2,0,2,inf,0.0
57,0.82,0,2,2,0.0,0.417
58,0.82,0,2,2,0.0,0.417
59,0.82,0,2,2,0.0,0.417
60,0.82,0,0,0,,
61,0.82,0,6,6,0.0,0.0183
62,0.82,0,4,4,0.0,0.0846
63,0.82,0,3,3,0.0,0.185
64,0.82,1,0,1,inf,0.0
65,0.82,0,3,3,0.0,0.185
66,0.82,1,2,3,0.63,1.0
68,0.82,2,7,9,0.36,0.194
69,0.82,0,1,1,0.0,1.0
70,0.82,2,4,6,0.63,0.777
71,0.82,2,1,3,2.54,0.187
72,0.82,0,3,3,0.0,0.185
73,0.82,0,5,5,0.0,0.0391
74,0.82,1,3,4,0.42,0.737
75,0.82,0,0,0,,
76,0.82,0,1,1,0.0,1.0
77,0.82,0,0,0,,
78,0.82,0,7,7,0.0,0.00859
79,0.82,4,7,11,0.72,0.671
80,0.82,0,3,3,0.0,0.185
81,0.82,0,3,3,0.0,0.185
82,0.82,3,1,4,3.8,0.0458
83,0.82,0,3,3,0.0,0.185
84,0.82,5,3,8,2.11,0.0917
85,0.82,1,1,2,1.27,0.546
86,0.82,1,1,2,1.27,0.546
87,0.82,0,10,10,0.0,0.000925
88,0.82,1,9,10,0.14,0.0131
89,0.82,1,14,15,0.09,0.000402
90,0.82,0,8,8,0.0,0.00406
91,0.82,1,10,11,0.13,0.00657
92,0.82,2,10,12,0.25,0.0304
93,0.82,1,4,5,0.32,0.389
94,0.82,0,8,8,0.0,0.00406
95,0.82,0,9,9,0.0,0.00193
96,0.82,0,6,6,0.0,0.0183
97,0.82,1,18,19,0.07,2.43e-05
98,0.82,3,13,16,0.29,0.0177
99,0.82,1,18,19,0.07,2.43e-05
100,0.82,0,4,4,0.0,0.0846
2,0.83,0,6,6,0.0,0.0183
4,0.83,2,3,5,0.85,1.0
5,0.83,0,1,1,0.0,1.0
6,0.83,0,5,5,0.0,0.0391
7,0.83,0,1,1,0.0,1.0
8,0.83,0,1,1,0.0,1.0
9,0.83,0,1,1,0.0,1.0
10,0.83,0,0,0,,
11,0.83,0,0,0,,
13,0.83,0,0,0,,
14,0.83,0,1,1,0.0,1.0
15,0.83,0,0,0,,
16,0.83,0,0,0,,
17,0.83,0,0,0,,
18,0.83,0,0,0,,
19,0.83,0,0,0,,
20,0.83,0,0,0,,
21,0.83,0,0,0,,
22,0.83,0,0,0,,
23,0.83,0,0,0,,
24,0.83,0,1,1,0.0,1.0
25,0.83,0,0,0,,
27,0.83,0,0,0,,
28,0.83,0,0,0,,
29,0.83,0,0,0,,
30,0.83,0,0,0,,
31,0.83,0,0,0,,
32,0.83,0,0,0,,
33,0.83,0,0,0,,
34,0.83,0,0,0,,
35,0.83,0,0,0,,
36,0.83,0,0,0,,
37,0.83,0,0,0,,
38,0.83,0,0,0,,
39,0.83,0,0,0,,
40,0.83,0,0,0,,
41,0.83,0,1,1,0.0,1.0
42,0.83,0,0,0,,
43,0.83,0,0,0,,
44,0.83,0,1,1,0.0,1.0
45,0.83,0,0,0,,
47,0.83,0,0,0,,
48,0.83,0,2,2,0.0,0.417
49,0.83,0,0,0,,
50,0.83,0,0,0,,
51,0.83,1,1,2,1.27,0.546
52,0.83,3,2,5,1.9,0.211
53,0.83,0,0,0,,
54,0.83,2,1,3,2.54,0.187
55,0.83,0,0,0,,
56,0.83,2,0,2,inf,0.0
57,0.83,0,2,2,0.0,0.417
58,0.83,0,2,2,0.0,0.417
59,0.83,0,2,2,0.0,0.417
60,0.83,0,0,0,,
61,0.83,0,6,6,0.0,0.0183
62,0.83,0,4,4,0.0,0.0846
63,0.83,0,3,3,0.0,0.185
64,0.83,1,0,1,inf,0.0
65,0.83,0,3,3,0.0,0.185
66,0.83,1,2,3,0.63,1.0
68,0.83,2,7,9,0.36,0.194
69,0.83,0,1,1,0.0,1.0
70,0.83,2,4,6,0.63,0.777
71,0.83,2,1,3,2.54,0.187
72,0.83,0,3,3,0.0,0.185
73,0.83,0,5,5,0.0,0.0391
74,0.83,1,3,4,0.42,0.737
75,0.83,0,0,0,,
76,0.83,0,1,1,0.0,1.0
77,0.83,0,0,0,,
78,0.83,0,7,7,0.0,0.00859
79,0.83,4,7,11,0.72,0.671
80,0.83,0,3,3,0.0,0.185
81,0.83,0,3,3,0.0,0.185
82,0.83,3,1,4,3.8,0.0458
83,0.83,0,3,3,0.0,0.185
84,0.83,5,3,8,2.11,0.0917
85,0.83,1,1,2,1.27,0.546
86,0.83,1,1,2,1.27,0.546
87,0.83,0,10,10,0.0,0.000925
88,0.83,1,9,10,0.14,0.0131
89,0.83,1,14,15,0.09,0.000402
90,0.83,0,8,8,0.0,0.00406
91,0.83,1,10,11,0.13,0.00657
92,0.83,2,10,12,0.25,0.0304
93,0.83,1,4,5,0.32,0.389
94,0.83,0,8,8,0.0,0.00406
95,0.83,0,9,9,0.0,0.00193
96,0.83,0,6,6,0.0,0.0183
97,0.83,1,18,19,0.07,2.43e-05
98,0.83,3,13,16,0.29,0.0177
99,0.83,1,18,19,0.07,2.43e-05
100,0.83,0,4,4,0.0,0.0846
2,0.84,1,7,8,0.18,0.0519
4,0.84,2,3,5,0.85,1.0
5,0.84,0,1,1,0.0,1.0
6,0.84,0,5,5,0.0,0.0391
7,0.84,0,1,1,0.0,1.0
8,0.84,0,1,1,0.0,1.0
9,0.84,0,0,0,,
10,0.84,0,0,0,,
11,0.84,0,0,0,,
13,0.84,0,0,0,,
14,0.84,0,1,1,0.0,1.0
15,0.84,0,0,0,,
16,0.84,0,0,0,,
17,0.84,0,0,0,,
18,0.84,0,0,0,,
19,0.84,0,0,0,,
20,0.84,0,0,0,,
21,0.84,0,0,0,,
22,0.84,0,0,0,,
23,0.84,0,0,0,,
24,0.84,0,1,1,0.0,1.0
25,0.84,0,0,0,,
27,0.84,0,0,0,,
28,0.84,0,0,0,,
29,0.84,0,0,0,,
30,0.84,0,0,0,,
31,0.84,0,0,0,,
32,0.84,0,0,0,,
33,0.84,0,0,0,,
34,0.84,0,0,0,,
35,0.84,0,0,0,,
36,0.84,0,0,0,,
37,0.84,0,0,0,,
38,0.84,0,0,0,,
39,0.84,0,0,0,,
40,0.84,0,0,0,,
41,0.84,0,1,1,0.0,1.0
42,0.84,0,0,0,,
43,0.84,0,0,0,,
44,0.84,0,1,1,0.0,1.0
45,0.84,0,0,0,,
47,0.84,0,0,0,,
48,0.84,0,2,2,0.0,0.417
49,0.84,0,0,0,,
50,0.84,0,0,0,,
51,0.84,1,1,2,1.27,0.546
52,0.84,3,2,5,1.9,0.211
53,0.84,0,0,0,,
54,0.84,2,1,3,2.54,0.187
55,0.84,0,0,0,,
56,0.84,2,0,2,inf,0.0
57,0.84,0,2,2,0.0,0.417
58,0.84,0,2,2,0.0,0.417
59,0.84,0,2,2,0.0,0.417
60,0.84,0,0,0,,
61,0.84,0,6,6,0.0,0.0183
62,0.84,0,4,4,0.0,0.0846
63,0.84,0,3,3,0.0,0.185
64,0.84,1,0,1,inf,0.0
65,0.84,0,3,3,0.0,0.185
66,0.84,1,2,3,0.63,1.0
68,0.84,2,7,9,0.36,0.194
69,0.84,0,1,1,0.0,1.0
70,0.84,2,4,6,0.63,0.777
71,0.84,2,1,3,2.54,0.187
72,0.84,0,3,3,0.0,0.185
73,0.84,0,5,5,0.0,0.0391
74,0.84,1,3,4,0.42,0.737
75,0.84,0,0,0,,
76,0.84,0,1,1,0.0,1.0
77,0.84,0,0,0,,
78,0.84,0,7,7,0.0,0.00859
79,0.84,4,7,11,0.72,0.671
80,0.84,0,3,3,0.0,0.185
81,0.84,0,3,3,0.0,0.185
82,0.84,3,1,4,3.8,0.0458
83,0.84,0,3,3,0.0,0.185
84,0.84,5,3,8,2.11,0.0917
85,0.84,1,1,2,1.27,0.546
86,0.84,1,1,2,1.27,0.546
87,0.84,0,10,10,0.0,0.000925
88,0.84,1,9,10,0.14,0.0131
89,0.84,1,14,15,0.09,0.000402
90,0.84,0,8,8,0.0,0.00406
91,0.84,1,10,11,0.13,0.00657
92,0.84,2,10,12,0.25,0.0304
93,0.84,1,4,5,0.32,0.389
94,0.84,0,8,8,0.0,0.00406
95,0.84,0,9,9,0.0,0.00193
96,0.84,0,6,6,0.0,0.0183
97,0.84,1,18,19,0.07,2.43e-05
98,0.84,3,13,16,0.29,0.0177
99,0.84,1,18,19,0.07,2.43e-05
100,0.84,0,4,4,0.0,0.0846
